Data,Hora,Planta,Sensor,Umidade_Solo (%),Temperatura_Ar (°C),Umidade_Ar (%)
2024-12-03,04:00:00,Rúcula,2,35.01,21.13,76.92
2024-12-03,04:00:00,Cebolinha,3,51.56,21.13,76.92
2024-12-03,04:00:00,Couve,4,34.7,21.13,76.92
2024-12-03,04:30:00,Alface Roxa,1,37.71,21.19,81.03
2024-12-03,04:30:00,Rúcula,2,33.99,21.19,81.03
2024-12-03,04:30:00,Cebolinha,3,51.2,21.19,81.03
2024-12-03,04:30:00,Couve,4,34.4,21.19,81.03
2024-12-03,05:00:00,Alface Roxa,1,37.48,21.69,88.1
2024-12-03,05:00:00,Rúcula,2,33.72,21.69,88.1
2024-12-03,05:00:00,Cebolinha,3,50.84,21.69,88.1
2024-12-03,05:00:00,Couve,4,34.16,21.69,88.1
2024-12-03,05:30:00,Alface Roxa,1,36.41,23.74,81.28
2024-12-03,05:30:00,Rúcula,2,32.72,23.74,81.28
2024-12-03,05:30:00,Cebolinha,3,50.44,23.74,81.28
2024-12-03,05:30:00,Couve,4,33.52,23.74,81.28
2024-12-03,06:00:00,Alface Roxa,1,35.79,25.55,74.41
2024-12-03,06:00:00,Rúcula,2,31.69,25.55,74.41
2024-12-03,06:00:00,Cebolinha,3,49.78,25.55,74.41
2024-12-03,06:00:00,Couve,4,32.73,25.55,74.41
2024-12-03,06:30:00,Alface Roxa,1,35.53,24.58,61.03
2024-12-03,06:30:00,Rúcula,2,30.66,24.58,61.03
2024-12-03,06:30:00,Cebolinha,3,49.05,24.58,61.03
2024-12-03,06:30:00,Couve,4,31.66,24.58,61.03
2024-12-03,07:00:00,Alface Roxa,1,82.32,25.2,76.18
2024-12-03,07:00:00,Rúcula,2,86.27,25.2,76.18
2024-12-03,07:00:00,Cebolinha,3,86.81,25.2,76.18
2024-12-03,07:00:00,Couve,4,71.71,25.2,76.18
2024-12-03,07:30:00,Alface Roxa,1,82.23,24.71,65.27
2024-12-03,07:30:00,Rúcula,2,86.18,24.71,65.27
2024-12-03,07:30:00,Cebolinha,3,86.71,24.71,65.27
2024-12-03,07:30:00,Couve,4,71.66,24.71,65.27
2024-12-03,08:00:00,Alface Roxa,1,81.96,25.56,64.91
2024-12-03,08:00:00,Rúcula,2,85.86,25.56,64.91
2024-12-03,08:00:00,Cebolinha,3,86.41,25.56,64.91
2024-12-03,08:00:00,Couve,4,71.38,25.56,64.91
2024-12-03,08:30:00,Alface Roxa,1,81.63,25.34,71.96
2024-12-03,08:30:00,Rúcula,2,85.41,25.34,71.96
2024-12-03,08:30:00,Cebolinha,3,85.82,25.34,71.96
2024-12-03,08:30:00,Couve,4,71.01,25.34,71.96
2024-12-03,09:00:00,Alface Roxa,1,81.35,24.0,64.41
2024-12-03,09:00:00,Rúcula,2,85.18,24.0,64.41
2024-12-03,09:00:00,Cebolinha,3,85.52,24.0,64.41
2024-12-03,09:00:00,Couve,4,70.71,24.0,64.41
2024-12-03,09:30:00,Alface Roxa,1,80.99,24.62,64.47
2024-12-03,09:30:00,Rúcula,2,84.92,24.62,64.47
2024-12-03,09:30:00,Cebolinha,3,85.23,24.62,64.47
2024-12-03,09:30:00,Couve,4,70.29,24.62,64.47
2024-12-03,10:00:00,Alface Roxa,1,80.47,24.1,78.68
2024-12-03,10:00:00,Rúcula,2,84.36,24.1,78.68
2024-12-03,10:00:00,Cebolinha,3,84.76,24.1,78.68
2024-12-03,10:00:00,Couve,4,69.73,24.1,78.68
2024-12-03,10:30:00,Alface Roxa,1,80.08,24.61,61.84
2024-12-03,10:30:00,Rúcula,2,83.86,24.61,61.84
2024-12-03,10:30:00,Cebolinha,3,84.17,24.61,61.84
2024-12-03,10:30:00,Couve,4,69.07,24.61,61.84
2024-12-03,11:00:00,Alface Roxa,1,79.59,24.03,77.37
2024-12-03,11:00:00,Rúcula,2,83.37,24.03,77.37
2024-12-03,11:00:00,Cebolinha,3,83.64,24.03,77.37
2024-12-03,11:00:00,Couve,4,68.59,24.03,77.37
2024-12-03,11:30:00,Alface Roxa,1,78.98,24.36,64.42
2024-12-03,11:30:00,Rúcula,2,82.76,24.36,64.42
2024-12-03,11:30:00,Cebolinha,3,82.87,24.36,64.42
2024-12-03,11:30:00,Couve,4,67.76,24.36,64.42
2024-12-03,12:00:00,Alface Roxa,1,77.15,25.61,42.81
2024-12-03,12:00:00,Rúcula,2,81.34,25.61,42.81
2024-12-03,12:00:00,Cebolinha,3,80.97,25.61,42.81
2024-12-03,12:00:00,Couve,4,66.07,25.61,42.81
2024-12-03,12:30:00,Alface Roxa,1,76.38,24.94,42.92
2024-12-03,12:30:00,Rúcula,2,80.34,24.94,42.92
2024-12-03,12:30:00,Cebolinha,3,80.11,24.94,42.92
2024-12-03,12:30:00,Couve,4,65.21,24.94,42.92
2024-12-03,13:00:00,Alface Roxa,1,75.69,24.82,42.18
2024-12-03,13:00:00,Rúcula,2,79.31,24.82,42.18
2024-12-03,13:00:00,Cebolinha,3,79.08,24.82,42.18
2024-12-03,13:00:00,Couve,4,64.33,24.82,42.18
2024-12-03,13:30:00,Alface Roxa,1,73.71,26.94,56.76
2024-12-03,13:30:00,Rúcula,2,76.84,26.94,56.76
2024-12-03,13:30:00,Cebolinha,3,77.64,26.94,56.76
2024-12-03,13:30:00,Couve,4,61.73,26.94,56.76
2024-12-03,14:00:00,Alface Roxa,1,71.76,27.87,58.08
2024-12-03,14:00:00,Rúcula,2,74.6,27.87,58.08
2024-12-03,14:00:00,Cebolinha,3,76.01,27.87,58.08
2024-12-03,14:00:00,Couve,4,59.45,27.87,58.08
2024-12-03,14:30:00,Alface Roxa,1,70.42,24.94,48.74
2024-12-03,14:30:00,Rúcula,2,73.81,24.94,48.74
2024-12-03,14:30:00,Cebolinha,3,74.66,24.94,48.74
2024-12-03,14:30:00,Couve,4,58.27,24.94,48.74
2024-12-03,15:00:00,Alface Roxa,1,67.34,25.59,57.29
2024-12-03,15:00:00,Rúcula,2,71.99,25.59,57.29
2024-12-03,15:00:00,Cebolinha,3,72.99,25.59,57.29
2024-12-03,15:00:00,Couve,4,55.57,25.59,57.29
2024-12-03,15:30:00,Alface Roxa,1,64.83,26.89,54.73
2024-12-03,15:30:00,Rúcula,2,69.26,26.89,54.73
2024-12-03,15:30:00,Cebolinha,3,70.64,26.89,54.73
2024-12-03,15:30:00,Couve,4,52.28,26.89,54.73
2024-12-03,16:00:00,Alface Roxa,1,61.7,27.5,58.39
2024-12-03,16:00:00,Rúcula,2,66.81,27.5,58.39
2024-12-03,16:00:00,Cebolinha,3,67.08,27.5,58.39
2024-12-03,16:00:00,Couve,4,49.56,27.5,58.39
2024-12-03,16:30:00,Alface Roxa,1,58.31,25.79,52.84
2024-12-03,16:30:00,Rúcula,2,64.86,25.79,52.84
2024-12-03,16:30:00,Cebolinha,3,63.4,25.79,52.84
2024-12-03,16:30:00,Couve,4,46.72,25.79,52.84
2024-12-03,17:00:00,Alface Roxa,1,56.94,24.13,55.65
2024-12-03,17:00:00,Rúcula,2,63.21,24.13,55.65
2024-12-03,17:00:00,Cebolinha,3,62.28,24.13,55.65
2024-12-03,17:00:00,Couve,4,44.87,24.13,55.65
2024-12-03,17:30:00,Alface Roxa,1,53.79,26.22,46.22
2024-12-03,17:30:00,Rúcula,2,60.48,26.22,46.22
2024-12-03,17:30:00,Cebolinha,3,58.82,26.22,46.22
2024-12-03,17:30:00,Couve,4,40.67,26.22,46.22
2024-12-03,18:00:00,Alface Roxa,1,53.64,20.29,89.49
2024-12-03,18:00:00,Rúcula,2,60.36,20.29,89.49
2024-12-03,18:00:00,Cebolinha,3,58.59,20.29,89.49
2024-12-03,18:00:00,Couve,4,40.32,20.29,89.49
2024-12-03,18:30:00,Alface Roxa,1,53.09,22.33,81.15
2024-12-03,18:30:00,Rúcula,2,60.22,22.33,81.15
2024-12-03,18:30:00,Cebolinha,3,58.33,22.33,81.15
2024-12-03,18:30:00,Couve,4,39.85,22.33,81.15
2024-12-03,19:00:00,Alface Roxa,1,52.51,21.74,71.7
2024-12-03,19:00:00,Rúcula,2,59.71,21.74,71.7
2024-12-03,19:00:00,Cebolinha,3,58.04,21.74,71.7
2024-12-03,19:00:00,Couve,4,39.55,21.74,71.7
2024-12-03,19:30:00,Alface Roxa,1,51.98,21.49,75.52
2024-12-03,19:30:00,Rúcula,2,59.58,21.49,75.52
2024-12-03,19:30:00,Cebolinha,3,57.6,21.49,75.52
2024-12-03,19:30:00,Couve,4,38.97,21.49,75.52
2024-12-03,20:00:00,Alface Roxa,1,51.82,22.9,71.85
2024-12-03,20:00:00,Rúcula,2,59.14,22.9,71.85
2024-12-03,20:00:00,Cebolinha,3,57.15,22.9,71.85
2024-12-03,20:00:00,Couve,4,38.54,22.9,71.85
2024-12-03,20:30:00,Alface Roxa,1,51.4,22.38,83.6
2024-12-03,20:30:00,Rúcula,2,58.47,22.38,83.6
2024-12-03,20:30:00,Cebolinha,3,56.96,22.38,83.6
2024-12-03,20:30:00,Couve,4,37.98,22.38,83.6
2024-12-03,21:00:00,Alface Roxa,1,50.97,20.35,70.56
2024-12-03,21:00:00,Rúcula,2,57.93,20.35,70.56
2024-12-03,21:00:00,Cebolinha,3,56.56,20.35,70.56
2024-12-03,21:00:00,Couve,4,37.31,20.35,70.56
2024-12-03,21:30:00,Alface Roxa,1,50.25,20.97,76.54
2024-12-03,21:30:00,Rúcula,2,57.38,20.97,76.54
2024-12-03,21:30:00,Cebolinha,3,56.26,20.97,76.54
2024-12-03,21:30:00,Couve,4,36.77,20.97,76.54
2024-12-03,22:00:00,Alface Roxa,1,49.76,23.1,82.95
2024-12-03,22:00:00,Rúcula,2,57.09,23.1,82.95
2024-12-03,22:00:00,Cebolinha,3,55.88,23.1,82.95
2024-12-03,22:00:00,Couve,4,36.44,23.1,82.95
2024-12-03,22:30:00,Alface Roxa,1,49.16,23.11,80.69
2024-12-03,22:30:00,Rúcula,2,56.57,23.11,80.69
2024-12-03,22:30:00,Cebolinha,3,55.33,23.11,80.69
2024-12-03,22:30:00,Couve,4,36.01,23.11,80.69
2024-12-03,23:00:00,Alface Roxa,1,48.82,22.14,72.17
2024-12-03,23:00:00,Rúcula,2,55.83,22.14,72.17
2024-12-03,23:00:00,Cebolinha,3,55.09,22.14,72.17
2024-12-03,23:00:00,Couve,4,35.49,22.14,72.17
2024-12-03,23:30:00,Alface Roxa,1,48.27,20.12,75.58
2024-12-03,23:30:00,Rúcula,2,55.53,20.12,75.58
2024-12-03,23:30:00,Cebolinha,3,54.54,20.12,75.58
2024-12-03,23:30:00,Couve,4,34.72,20.12,75.58
2024-12-04,00:00:00,Alface Roxa,1,48.01,20.17,76.43
2024-12-04,00:00:00,Rúcula,2,55.17,20.17,76.43
2024-12-04,00:00:00,Cebolinha,3,54.17,20.17,76.43
2024-12-04,00:00:00,Couve,4,34.29,20.17,76.43
2024-12-04,00:30:00,Alface Roxa,1,47.19,20.04,89.79
2024-12-04,00:30:00,Rúcula,2,54.95,20.04,89.79
2024-12-04,00:30:00,Cebolinha,3,53.51,20.04,89.79
2024-12-04,00:30:00,Couve,4,33.69,20.04,89.79
2024-12-04,01:00:00,Alface Roxa,1,46.92,22.39,82.08
2024-12-04,01:00:00,Rúcula,2,54.59,22.39,82.08
2024-12-04,01:00:00,Cebolinha,3,53.27,22.39,82.08
2024-12-04,01:00:00,Couve,4,33.02,22.39,82.08
2024-12-04,01:30:00,Alface Roxa,1,46.44,22.92,82.56
2024-12-04,01:30:00,Rúcula,2,54.23,22.92,82.56
2024-12-04,01:30:00,Cebolinha,3,52.86,22.92,82.56
2024-12-04,01:30:00,Couve,4,32.34,22.92,82.56
2024-12-04,02:00:00,Alface Roxa,1,45.56,21.26,73.08
2024-12-04,02:00:00,Rúcula,2,53.83,21.26,73.08
2024-12-04,02:00:00,Cebolinha,3,52.18,21.26,73.08
2024-12-04,02:00:00,Couve,4,31.69,21.26,73.08
2024-12-04,02:30:00,Alface Roxa,1,45.29,22.98,83.4
2024-12-04,02:30:00,Rúcula,2,53.49,22.98,83.4
2024-12-04,02:30:00,Cebolinha,3,51.29,22.98,83.4
2024-12-04,02:30:00,Couve,4,31.2,22.98,83.4
2024-12-04,03:00:00,Alface Roxa,1,44.42,22.33,74.07
2024-12-04,03:00:00,Rúcula,2,53.02,22.33,74.07
2024-12-04,03:00:00,Cebolinha,3,50.99,22.33,74.07
2024-12-04,03:00:00,Couve,4,30.53,22.33,74.07
2024-12-04,03:30:00,Alface Roxa,1,44.0,21.83,72.55
2024-12-04,03:30:00,Rúcula,2,52.75,21.83,72.55
2024-12-04,03:30:00,Cebolinha,3,50.41,21.83,72.55
2024-12-04,03:30:00,Couve,4,29.87,21.83,72.55
2024-12-04,04:00:00,Alface Roxa,1,43.74,21.94,77.82
2024-12-04,04:00:00,Rúcula,2,52.36,21.94,77.82
2024-12-04,04:00:00,Cebolinha,3,49.46,21.94,77.82
2024-12-04,04:00:00,Couve,4,29.04,21.94,77.82
2024-12-04,04:30:00,Alface Roxa,1,43.18,22.25,78.85
2024-12-04,04:30:00,Rúcula,2,51.83,22.25,78.85
2024-12-04,04:30:00,Cebolinha,3,48.47,22.25,78.85
2024-12-04,04:30:00,Couve,4,28.17,22.25,78.85
2024-12-04,05:00:00,Alface Roxa,1,42.63,23.77,78.15
2024-12-04,05:00:00,Rúcula,2,50.92,23.77,78.15
2024-12-04,05:00:00,Cebolinha,3,47.56,23.77,78.15
2024-12-04,05:00:00,Couve,4,27.71,23.77,78.15
2024-12-04,05:30:00,Alface Roxa,1,42.06,20.93,85.65
2024-12-04,05:30:00,Rúcula,2,50.29,20.93,85.65
2024-12-04,05:30:00,Cebolinha,3,47.32,20.93,85.65
2024-12-04,05:30:00,Couve,4,27.17,20.93,85.65
2024-12-04,06:00:00,Alface Roxa,1,41.21,26.45,77.99
2024-12-04,06:00:00,Rúcula,2,49.52,26.45,77.99
2024-12-04,06:00:00,Cebolinha,3,46.21,26.45,77.99
2024-12-04,06:00:00,Couve,4,26.18,26.45,77.99
2024-12-04,06:30:00,Alface Roxa,1,40.21,25.62,72.47
2024-12-04,06:30:00,Rúcula,2,49.12,25.62,72.47
2024-12-04,06:30:00,Cebolinha,3,45.33,25.62,72.47
2024-12-04,06:30:00,Couve,4,25.7,25.62,72.47
2024-12-04,07:00:00,Alface Roxa,1,87.52,24.04,77.39
2024-12-04,07:00:00,Rúcula,2,71.12,24.04,77.39
2024-12-04,07:00:00,Cebolinha,3,70.28,24.04,77.39
2024-12-04,07:00:00,Couve,4,75.29,24.04,77.39
2024-12-04,07:30:00,Alface Roxa,1,87.36,25.22,65.57
2024-12-04,07:30:00,Rúcula,2,71.0,25.22,65.57
2024-12-04,07:30:00,Cebolinha,3,70.11,25.22,65.57
2024-12-04,07:30:00,Couve,4,75.15,25.22,65.57
2024-12-04,08:00:00,Alface Roxa,1,87.21,24.33,76.33
2024-12-04,08:00:00,Rúcula,2,70.88,24.33,76.33
2024-12-04,08:00:00,Cebolinha,3,69.98,24.33,76.33
2024-12-04,08:00:00,Couve,4,75.03,24.33,76.33
2024-12-04,08:30:00,Alface Roxa,1,86.68,26.45,72.65
2024-12-04,08:30:00,Rúcula,2,70.29,26.45,72.65
2024-12-04,08:30:00,Cebolinha,3,69.53,26.45,72.65
2024-12-04,08:30:00,Couve,4,74.62,26.45,72.65
2024-12-04,09:00:00,Alface Roxa,1,85.94,25.12,71.02
2024-12-04,09:00:00,Rúcula,2,69.73,25.12,71.02
2024-12-04,09:00:00,Cebolinha,3,68.87,25.12,71.02
2024-12-04,09:00:00,Couve,4,73.89,25.12,71.02
2024-12-04,09:30:00,Alface Roxa,1,85.54,24.05,63.01
2024-12-04,09:30:00,Rúcula,2,69.32,24.05,63.01
2024-12-04,09:30:00,Cebolinha,3,68.61,24.05,63.01
2024-12-04,09:30:00,Couve,4,73.53,24.05,63.01
2024-12-04,10:00:00,Alface Roxa,1,84.68,25.82,70.63
2024-12-04,10:00:00,Rúcula,2,68.54,25.82,70.63
2024-12-04,10:00:00,Cebolinha,3,67.43,25.82,70.63
2024-12-04,10:00:00,Couve,4,72.78,25.82,70.63
2024-12-04,10:30:00,Alface Roxa,1,83.91,25.73,73.28
2024-12-04,10:30:00,Rúcula,2,67.29,25.73,73.28
2024-12-04,10:30:00,Cebolinha,3,66.66,25.73,73.28
2024-12-04,10:30:00,Couve,4,71.38,25.73,73.28
2024-12-04,11:00:00,Alface Roxa,1,83.46,24.32,79.79
2024-12-04,11:00:00,Rúcula,2,66.82,24.32,79.79
2024-12-04,11:00:00,Cebolinha,3,66.04,24.32,79.79
2024-12-04,11:00:00,Couve,4,70.83,24.32,79.79
2024-12-04,11:30:00,Alface Roxa,1,82.89,24.45,73.82
2024-12-04,11:30:00,Rúcula,2,66.29,24.45,73.82
2024-12-04,11:30:00,Cebolinha,3,65.16,24.45,73.82
2024-12-04,11:30:00,Couve,4,70.16,24.45,73.82
2024-12-04,12:00:00,Alface Roxa,1,81.34,27.04,55.68
2024-12-04,12:00:00,Rúcula,2,64.34,27.04,55.68
2024-12-04,12:00:00,Cebolinha,3,64.04,27.04,55.68
2024-12-04,12:00:00,Couve,4,68.96,27.04,55.68
2024-12-04,12:30:00,Alface Roxa,1,79.98,27.57,56.86
2024-12-04,12:30:00,Rúcula,2,62.43,27.57,56.86
2024-12-04,12:30:00,Cebolinha,3,62.64,27.57,56.86
2024-12-04,12:30:00,Couve,4,67.36,27.57,56.86
2024-12-04,13:00:00,Alface Roxa,1,78.78,28.92,47.61
2024-12-04,13:00:00,Rúcula,2,60.75,28.92,47.61
2024-12-04,13:00:00,Cebolinha,3,61.42,28.92,47.61
2024-12-04,13:00:00,Couve,4,65.92,28.92,47.61
2024-12-04,13:30:00,Alface Roxa,1,77.9,24.13,58.05
2024-12-04,13:30:00,Rúcula,2,59.53,24.13,58.05
2024-12-04,13:30:00,Cebolinha,3,60.44,24.13,58.05
2024-12-04,13:30:00,Couve,4,65.1,24.13,58.05
2024-12-04,14:00:00,Alface Roxa,1,76.42,25.17,42.56
2024-12-04,14:00:00,Rúcula,2,57.07,25.17,42.56
2024-12-04,14:00:00,Cebolinha,3,57.8,25.17,42.56
2024-12-04,14:00:00,Couve,4,62.99,25.17,42.56
2024-12-04,14:30:00,Alface Roxa,1,75.27,24.23,43.03
2024-12-04,14:30:00,Rúcula,2,55.99,24.23,43.03
2024-12-04,14:30:00,Cebolinha,3,56.36,24.23,43.03
2024-12-04,14:30:00,Couve,4,62.04,24.23,43.03
2024-12-04,15:00:00,Alface Roxa,1,72.66,25.87,55.52
2024-12-04,15:00:00,Rúcula,2,54.17,25.87,55.52
2024-12-04,15:00:00,Cebolinha,3,53.39,25.87,55.52
2024-12-04,15:00:00,Couve,4,59.49,25.87,55.52
2024-12-04,15:30:00,Alface Roxa,1,70.51,25.3,57.48
2024-12-04,15:30:00,Rúcula,2,51.73,25.3,57.48
2024-12-04,15:30:00,Cebolinha,3,50.59,25.3,57.48
2024-12-04,15:30:00,Couve,4,56.17,25.3,57.48
2024-12-04,16:00:00,Alface Roxa,1,68.18,26.84,50.81
2024-12-04,16:00:00,Rúcula,2,48.28,26.84,50.81
2024-12-04,16:00:00,Cebolinha,3,47.46,26.84,50.81
2024-12-04,16:00:00,Couve,4,53.97,26.84,50.81
2024-12-04,16:30:00,Alface Roxa,1,65.96,28.77,54.44
2024-12-04,16:30:00,Rúcula,2,44.62,28.77,54.44
2024-12-04,16:30:00,Cebolinha,3,44.85,28.77,54.44
2024-12-04,16:30:00,Couve,4,50.2,28.77,54.44
2024-12-04,17:00:00,Alface Roxa,1,64.65,24.88,44.56
2024-12-04,17:00:00,Rúcula,2,43.11,24.88,44.56
2024-12-04,17:00:00,Cebolinha,3,43.64,24.88,44.56
2024-12-04,17:00:00,Couve,4,48.63,24.88,44.56
2024-12-04,17:30:00,Alface Roxa,1,63.32,24.34,55.58
2024-12-04,17:30:00,Rúcula,2,41.98,24.34,55.58
2024-12-04,17:30:00,Cebolinha,3,42.55,24.34,55.58
2024-12-04,17:30:00,Couve,4,46.69,24.34,55.58
2024-12-04,18:00:00,Alface Roxa,1,62.92,22.96,73.54
2024-12-04,18:00:00,Rúcula,2,41.72,22.96,73.54
2024-12-04,18:00:00,Cebolinha,3,42.27,22.96,73.54
2024-12-04,18:00:00,Couve,4,46.42,22.96,73.54
2024-12-04,18:30:00,Alface Roxa,1,62.44,22.24,75.8
2024-12-04,18:30:00,Rúcula,2,41.33,22.24,75.8
2024-12-04,18:30:00,Cebolinha,3,42.02,22.24,75.8
2024-12-04,18:30:00,Couve,4,46.07,22.24,75.8
2024-12-04,19:00:00,Alface Roxa,1,61.99,22.76,88.28
2024-12-04,19:00:00,Rúcula,2,40.77,22.76,88.28
2024-12-04,19:00:00,Cebolinha,3,41.44,22.76,88.28
2024-12-04,19:00:00,Couve,4,45.65,22.76,88.28
2024-12-04,19:30:00,Alface Roxa,1,61.55,23.46,77.86
2024-12-04,19:30:00,Rúcula,2,40.43,23.46,77.86
2024-12-04,19:30:00,Cebolinha,3,41.08,23.46,77.86
2024-12-04,19:30:00,Couve,4,45.09,23.46,77.86
2024-12-04,20:00:00,Alface Roxa,1,61.14,20.29,86.66
2024-12-04,20:00:00,Rúcula,2,40.23,20.29,86.66
2024-12-04,20:00:00,Cebolinha,3,40.83,20.29,86.66
2024-12-04,20:00:00,Couve,4,44.67,20.29,86.66
2024-12-04,20:30:00,Alface Roxa,1,60.74,20.26,71.28
2024-12-04,20:30:00,Rúcula,2,39.77,20.26,71.28
2024-12-04,20:30:00,Cebolinha,3,40.64,20.26,71.28
2024-12-04,20:30:00,Couve,4,44.52,20.26,71.28
2024-12-04,21:00:00,Alface Roxa,1,60.34,21.11,75.95
2024-12-04,21:00:00,Rúcula,2,39.45,21.11,75.95
2024-12-04,21:00:00,Cebolinha,3,40.49,21.11,75.95
2024-12-04,21:00:00,Couve,4,44.2,21.11,75.95
2024-12-04,21:30:00,Alface Roxa,1,59.95,21.35,85.74
2024-12-04,21:30:00,Rúcula,2,39.28,21.35,85.74
2024-12-04,21:30:00,Cebolinha,3,40.26,21.35,85.74
2024-12-04,21:30:00,Couve,4,43.92,21.35,85.74
2024-12-04,22:00:00,Alface Roxa,1,59.3,21.6,83.09
2024-12-04,22:00:00,Rúcula,2,39.11,21.6,83.09
2024-12-04,22:00:00,Cebolinha,3,39.83,21.6,83.09
2024-12-04,22:00:00,Couve,4,43.26,21.6,83.09
2024-12-04,22:30:00,Alface Roxa,1,58.68,22.35,73.86
2024-12-04,22:30:00,Rúcula,2,38.44,22.35,73.86
2024-12-04,22:30:00,Cebolinha,3,39.42,22.35,73.86
2024-12-04,22:30:00,Couve,4,42.77,22.35,73.86
2024-12-04,23:00:00,Alface Roxa,1,57.95,23.46,82.4
2024-12-04,23:00:00,Rúcula,2,38.2,23.46,82.4
2024-12-04,23:00:00,Cebolinha,3,38.94,23.46,82.4
2024-12-04,23:00:00,Couve,4,42.45,23.46,82.4
2024-12-04,23:30:00,Alface Roxa,1,57.48,22.17,87.18
2024-12-04,23:30:00,Rúcula,2,37.95,22.17,87.18
2024-12-04,23:30:00,Cebolinha,3,38.6,22.17,87.18
2024-12-04,23:30:00,Couve,4,42.01,22.17,87.18
2024-12-05,00:00:00,Alface Roxa,1,56.77,21.0,81.22
2024-12-05,00:00:00,Rúcula,2,37.11,21.0,81.22
2024-12-05,00:00:00,Cebolinha,3,38.42,21.0,81.22
2024-12-05,00:00:00,Couve,4,41.26,21.0,81.22
2024-12-05,00:30:00,Alface Roxa,1,55.96,22.78,83.75
2024-12-05,00:30:00,Rúcula,2,36.31,22.78,83.75
2024-12-05,00:30:00,Cebolinha,3,37.94,22.78,83.75
2024-12-05,00:30:00,Couve,4,40.66,22.78,83.75
2024-12-05,01:00:00,Alface Roxa,1,55.4,22.71,85.32
2024-12-05,01:00:00,Rúcula,2,35.54,22.71,85.32
2024-12-05,01:00:00,Cebolinha,3,37.73,22.71,85.32
2024-12-05,01:00:00,Couve,4,40.11,22.71,85.32
2024-12-05,01:30:00,Alface Roxa,1,54.92,20.84,80.11
2024-12-05,01:30:00,Rúcula,2,35.16,20.84,80.11
2024-12-05,01:30:00,Cebolinha,3,36.96,20.84,80.11
2024-12-05,01:30:00,Couve,4,39.85,20.84,80.11
2024-12-05,02:00:00,Alface Roxa,1,54.21,20.96,84.47
2024-12-05,02:00:00,Rúcula,2,34.23,20.96,84.47
2024-12-05,02:00:00,Cebolinha,3,36.21,20.96,84.47
2024-12-05,02:00:00,Couve,4,39.32,20.96,84.47
2024-12-05,02:30:00,Alface Roxa,1,53.54,21.85,71.5
2024-12-05,02:30:00,Rúcula,2,33.41,21.85,71.5
2024-12-05,02:30:00,Cebolinha,3,35.33,21.85,71.5
2024-12-05,02:30:00,Couve,4,38.86,21.85,71.5
2024-12-05,03:00:00,Alface Roxa,1,53.19,20.31,87.75
2024-12-05,03:00:00,Rúcula,2,33.13,20.31,87.75
2024-12-05,03:00:00,Cebolinha,3,35.05,20.31,87.75
2024-12-05,03:00:00,Couve,4,38.07,20.31,87.75
2024-12-05,03:30:00,Alface Roxa,1,52.68,21.88,74.85
2024-12-05,03:30:00,Rúcula,2,32.69,21.88,74.85
2024-12-05,03:30:00,Cebolinha,3,34.39,21.88,74.85
2024-12-05,03:30:00,Couve,4,37.7,21.88,74.85
2024-12-05,04:00:00,Alface Roxa,1,51.79,23.69,87.29
2024-12-05,04:00:00,Rúcula,2,32.24,23.69,87.29
2024-12-05,04:00:00,Cebolinha,3,33.92,23.69,87.29
2024-12-05,04:00:00,Couve,4,36.95,23.69,87.29
2024-12-05,04:30:00,Alface Roxa,1,51.0,23.1,80.31
2024-12-05,04:30:00,Rúcula,2,31.22,23.1,80.31
2024-12-05,04:30:00,Cebolinha,3,33.67,23.1,80.31
2024-12-05,04:30:00,Couve,4,35.97,23.1,80.31
2024-12-05,05:00:00,Alface Roxa,1,50.08,23.39,75.03
2024-12-05,05:00:00,Rúcula,2,30.66,23.39,75.03
2024-12-05,05:00:00,Cebolinha,3,32.61,23.39,75.03
2024-12-05,05:00:00,Couve,4,35.36,23.39,75.03
2024-12-05,05:30:00,Alface Roxa,1,49.85,22.34,81.29
2024-12-05,05:30:00,Rúcula,2,30.05,22.34,81.29
2024-12-05,05:30:00,Cebolinha,3,32.31,22.34,81.29
2024-12-05,05:30:00,Couve,4,34.52,22.34,81.29
2024-12-05,06:00:00,Alface Roxa,1,48.76,24.94,78.19
2024-12-05,06:00:00,Rúcula,2,29.72,24.94,78.19
2024-12-05,06:00:00,Cebolinha,3,31.44,24.94,78.19
2024-12-05,06:00:00,Couve,4,34.16,24.94,78.19
2024-12-05,06:30:00,Alface Roxa,1,48.2,24.45,60.24
2024-12-05,06:30:00,Rúcula,2,29.48,24.45,60.24
2024-12-05,06:30:00,Cebolinha,3,31.05,24.45,60.24
2024-12-05,06:30:00,Couve,4,33.51,24.45,60.24
2024-12-05,07:00:00,Alface Roxa,1,75.95,25.9,63.81
2024-12-05,07:00:00,Rúcula,2,80.37,25.9,63.81
2024-12-05,07:00:00,Cebolinha,3,75.46,25.9,63.81
2024-12-05,07:00:00,Couve,4,78.9,25.9,63.81
2024-12-05,07:30:00,Alface Roxa,1,75.87,24.69,77.43
2024-12-05,07:30:00,Rúcula,2,80.31,24.69,77.43
2024-12-05,07:30:00,Cebolinha,3,75.4,24.69,77.43
2024-12-05,07:30:00,Couve,4,78.82,24.69,77.43
2024-12-05,08:00:00,Alface Roxa,1,75.57,25.14,76.52
2024-12-05,08:00:00,Rúcula,2,79.97,25.14,76.52
2024-12-05,08:00:00,Cebolinha,3,75.06,25.14,76.52
2024-12-05,08:00:00,Couve,4,78.57,25.14,76.52
